word,frequency_rank,wcount,log_w,w_cd
比丽,57171,3,0.4771,1
咋呼,57172,3,0.4771,3
阿琳·康罗伊,57173,3,0.4771,1
约翰·克里莫,57174,3,0.4771,1
泥垢,57175,3,0.4771,3
萨利耶里,57176,3,0.4771,1
莫宁,57177,3,0.4771,1
霍米尼,57178,3,0.4771,1
昂扬,57179,3,0.4771,2
法兰奇·杜瓦特,57180,3,0.4771,1
参赛队,57181,3,0.4771,3
圣狄思玛斯,57182,3,0.4771,1
莫塔,57183,3,0.4771,1
罗丝塔,57184,3,0.4771,1
吉丁斯,57185,3,0.4771,1
罗伯特·詹姆斯,57186,3,0.4771,2
道格拉斯·诺里斯,57187,3,0.4771,2
上告,57188,3,0.4771,3
埃迪森,57189,3,0.4771,2
莫平,57190,3,0.4771,1
卡泰,57191,3,0.4771,1
吾王,57192,3,0.4771,2
无产者,57193,3,0.4771,2
在押犯,57194,3,0.4771,3
两万六千,57195,3,0.4771,3
豪言壮语,57196,3,0.4771,3
走形式,57197,3,0.4771,3
踯躅,57198,3,0.4771,3
白领阶层,57199,3,0.4771,3
光会,57200,3,0.4771,3
烦嚣,57201,3,0.4771,3
马尔文·伯利,57202,3,0.4771,1
藤椅,57203,3,0.4771,3
凯夫曼,57204,3,0.4771,1
托马斯·杰弗逊,57205,3,0.4771,3
马友友,57206,3,0.4771,3
杰佛里,57207,3,0.4771,2
嫁祸于人,57208,3,0.4771,3
栈桥,57209,3,0.4771,3
佛莱迪普林兹,57210,3,0.4771,1
水货,57211,3,0.4771,3
四六,57212,3,0.4771,3
牙龈炎,57213,3,0.4771,3
雷丁,57214,3,0.4771,2
茸,57215,3,0.4771,3
詹尼佛,57216,3,0.4771,3
纳迪克,57217,3,0.4771,1
生肖,57218,3,0.4771,3
克林汉姆,57219,3,0.4771,3
麦克弗森,57220,3,0.4771,1
客轮,57221,3,0.4771,2
波斯顿,57222,3,0.4771,3
范德梅尔,57223,3,0.4771,1
札记,57224,3,0.4771,3
水芹,57225,3,0.4771,2
吉姆·麦凯,57226,3,0.4771,2
高寿,57227,3,0.4771,3
李翔,57228,3,0.4771,1
费里曼·海勒,57229,3,0.4771,1
芸芸,57230,3,0.4771,2
孕吐,57231,3,0.4771,3
哈姆纳特,57232,3,0.4771,1
帕维斯,57233,3,0.4771,1
莫克,57234,3,0.4771,3
弗兰克·瓦塞尔,57235,3,0.4771,2
天长日久,57236,3,0.4771,3
水螅,57237,3,0.4771,3
卡西莫多,57238,3,0.4771,1
救护所,57239,3,0.4771,2
玛菲特,57240,3,0.4771,2
韩松怡,57241,3,0.4771,1
朱迪斯,57242,3,0.4771,1
赫普,57243,3,0.4771,1
马莱娅,57244,3,0.4771,1
咕咚,57245,3,0.4771,3
布莱恩麦考菲,57246,3,0.4771,1
海华斯,57247,3,0.4771,3
庶,57248,3,0.4771,2
微血管,57249,3,0.4771,3
桑田,57250,3,0.4771,2
黑啤酒,57251,3,0.4771,3
四壁,57252,3,0.4771,3
芝华,57253,3,0.4771,2
乔治·克斯坦萨,57254,3,0.4771,3
中亚地区,57255,3,0.4771,2
廖,57256,3,0.4771,2
马尔科姆里弗斯,57257,3,0.4771,1
让乔治,57258,3,0.4771,2
卡布亚,57259,3,0.4771,1
石灰岩,57260,3,0.4771,3
四有,57261,3,0.4771,3
高扬,57262,3,0.4771,3
复工,57263,3,0.4771,2
郎左卫,57264,3,0.4771,1
核发,57265,3,0.4771,3
光笔,57266,3,0.4771,3
鼓面,57267,3,0.4771,2
沙里,57268,3,0.4771,3
汉诺,57269,3,0.4771,2
理查·基尔,57270,3,0.4771,2
传柳,57271,3,0.4771,1
闺秀,57272,3,0.4771,3
架式,57273,3,0.4771,3
花花肠子,57274,3,0.4771,3
高恩,57275,3,0.4771,1
卢嘉丽,57276,3,0.4771,1
复归,57277,3,0.4771,3
米哈伊尔,57278,3,0.4771,2
南京城,57279,3,0.4771,1
适应症,57280,3,0.4771,1
二万二,57281,3,0.4771,1
眼病,57282,3,0.4771,3
植根,57283,3,0.4771,3
悔不当初,57284,3,0.4771,3
肯达罗,57285,3,0.4771,1
散光,57286,3,0.4771,3
彩金,57287,3,0.4771,1
瑞娜,57288,3,0.4771,2
莫瑞斯,57289,3,0.4771,1
含笑,57290,3,0.4771,3
帕思特勒,57291,3,0.4771,1
莎拉·格拉布,57292,3,0.4771,1
神学家,57293,3,0.4771,3
桑佛德,57294,3,0.4771,1
高斯,57295,3,0.4771,1
余辉,57296,3,0.4771,3
受访者,57297,3,0.4771,3
比福,57298,3,0.4771,2
香川,57299,3,0.4771,1
吉姆·布鲁温,57300,3,0.4771,1
杰瑞·桑伯恩,57301,3,0.4771,1
布其诺,57302,3,0.4771,3
三四点,57303,3,0.4771,3
乌比·戈德堡,57304,3,0.4771,3
李亚,57305,3,0.4771,1
哈姆雷特里,57306,3,0.4771,3
鋼,57307,3,0.4771,1
斑岩,57308,3,0.4771,3
罗特布莱沃,57309,3,0.4771,1
亚当·苏特勒,57310,3,0.4771,1
周才艺,57311,3,0.4771,3
柳泰,57312,3,0.4771,1
米尔逊,57313,3,0.4771,1
润饰,57314,3,0.4771,2
卡斯提格里安,57315,3,0.4771,1
香普利,57316,3,0.4771,1
泰瑞·帕斯,57317,3,0.4771,1
哈达威,57318,3,0.4771,2
铺路石,57319,3,0.4771,3
盖乌斯·尤利乌斯·恺撒,57320,3,0.4771,1
雷特,57321,3,0.4771,1
三五成群,57322,3,0.4771,3
安的列斯群岛,57323,3,0.4771,3
止渴,57324,3,0.4771,3
格登,57325,3,0.4771,3
甲胄,57326,3,0.4771,3
势单力薄,57327,3,0.4771,3
大卫·鲍伊,57328,3,0.4771,2
格斯·席勒,57329,3,0.4771,1
勒布朗,57330,3,0.4771,1
胃穿孔,57331,3,0.4771,3
略胜一筹,57332,3,0.4771,3
中子弹,57333,3,0.4771,3
四十五分,57334,3,0.4771,3
奥尔德里奇,57335,3,0.4771,1
容昊,57336,3,0.4771,1
淡色,57337,3,0.4771,3
铲土机,57338,3,0.4771,3
汹涌澎湃,57339,3,0.4771,3
泠,57340,3,0.4771,2
申正洙,57341,3,0.4771,1
格灵,57342,3,0.4771,1
干贝,57343,3,0.4771,3
霞尔,57344,3,0.4771,1
南京市,57345,3,0.4771,1
莫里桑纳,57346,3,0.4771,1
伦斯,57347,3,0.4771,1
三四百,57348,3,0.4771,3
凯特林·乌邦,57349,3,0.4771,1
代换,57350,3,0.4771,2
光球,57351,3,0.4771,3
瑞儿,57352,3,0.4771,1
扬鞭,57353,3,0.4771,3
山崎,57354,3,0.4771,3
复利,57355,3,0.4771,3
苦大仇深,57356,3,0.4771,3
瑞兹,57357,3,0.4771,3
高汤,57358,3,0.4771,3
希拉里·费依,57359,3,0.4771,1
纡,57360,3,0.4771,3
敦巴尔,57361,3,0.4771,1
凯拉·肯内利,57362,3,0.4771,1
楯,57363,3,0.4771,1
保守主义,57364,3,0.4771,3
皮尔斯·布鲁斯南,57365,3,0.4771,3
江东区,57366,3,0.4771,3
加姆林,57367,3,0.4771,2
诺亚·班内特,57368,3,0.4771,2
强心针,57369,3,0.4771,3
苏希,57370,3,0.4771,3
朱迪麦尔,57371,3,0.4771,1
制动器,57372,3,0.4771,2
本·马吉拉,57373,3,0.4771,1
博格达诺维奇,57374,3,0.4771,1
港务,57375,3,0.4771,2
杜普理,57376,3,0.4771,1
罗特威勒,57377,3,0.4771,1
桑娜,57378,3,0.4771,2
克洛诺斯,57379,3,0.4771,2
柳真,57380,3,0.4771,2
东基,57381,3,0.4771,1
桑妮,57382,3,0.4771,1
艾尔维斯·斯托伊科,57383,3,0.4771,1
扬尘,57384,3,0.4771,3
藤井,57385,3,0.4771,3
子程序,57386,3,0.4771,3
科学馆,57387,3,0.4771,3
金智功,57388,3,0.4771,1
增益,57389,3,0.4771,3
光标,57390,3,0.4771,3
垄断者,57391,3,0.4771,3
向井君,57392,3,0.4771,1
厚薄,57393,3,0.4771,3
尼安德特,57394,3,0.4771,3
十三四,57395,3,0.4771,3
信教者,57396,3,0.4771,2
喜形于色,57397,3,0.4771,3
立传,57398,3,0.4771,3
达拉丝,57399,3,0.4771,1
街面,57400,3,0.4771,3
酗,57401,3,0.4771,3
夏洛特·卢卡斯,57402,3,0.4771,1
拉斯克里涅克夫,57403,3,0.4771,1
布瑞格拉,57404,3,0.4771,1
刘氏,57405,3,0.4771,1
夜盲症,57406,3,0.4771,3
布莱德威克,57407,3,0.4771,1
时代感,57408,3,0.4771,2
表叔,57409,3,0.4771,3
弗顿,57410,3,0.4771,2
搶,57411,3,0.4771,1
甜椒,57412,3,0.4771,2
索多玛,57413,3,0.4771,3
颤颤巍巍,57414,3,0.4771,3
雷波,57415,3,0.4771,3
魟,57416,3,0.4771,3
沙虫,57417,3,0.4771,1
粒子束,57418,3,0.4771,1
戴米恩·奥多诺万,57419,3,0.4771,1
本·考尔德,57420,3,0.4771,1
代管,57421,3,0.4771,3
翱,57422,3,0.4771,1
亿万分之一,57423,3,0.4771,2
塔奇,57424,3,0.4771,1
塔夫,57425,3,0.4771,3
李元,57426,3,0.4771,1
培克汉姆,57427,3,0.4771,1
成方,57428,3,0.4771,3
马毛,57429,3,0.4771,3
爱隆,57430,3,0.4771,1
华彩,57431,3,0.4771,3
杰克·罗宾逊,57432,3,0.4771,1
浮桥,57433,3,0.4771,3
涂装,57434,3,0.4771,3
马撒,57435,3,0.4771,3
马放,57436,3,0.4771,3
庚,57437,3,0.4771,3
翻然,57438,3,0.4771,3
赠言,57439,3,0.4771,3
唐纳德·拉姆斯菲尔德,57440,3,0.4771,3
马昆,57441,3,0.4771,1
甲酸,57442,3,0.4771,2
尼尔·戴蒙德,57443,3,0.4771,3
教育界,57444,3,0.4771,3
菲尔兹,57445,3,0.4771,2
叶·泰,57446,3,0.4771,1
威德尼,57447,3,0.4771,1
一百二十万,57448,3,0.4771,3
西汉,57449,3,0.4771,3
偏巧,57450,3,0.4771,3
捶胸顿足,57451,3,0.4771,3
浮沉,57452,3,0.4771,3
沙迪,57453,3,0.4771,1
蒙特,57454,3,0.4771,2
传种,57455,3,0.4771,3
瞩,57456,3,0.4771,2
乌纱帽,57457,3,0.4771,3
热汤面,57458,3,0.4771,1
特鲁戴尔,57459,3,0.4771,1
亚莉莎,57460,3,0.4771,1
临街,57461,3,0.4771,3
李宽,57462,3,0.4771,2
李安,57463,3,0.4771,2
整备,57464,3,0.4771,3
童男,57465,3,0.4771,3
春装,57466,3,0.4771,2
爱鸟,57467,3,0.4771,3
水灵灵,57468,3,0.4771,3
背鳍,57469,3,0.4771,3
黛比·吉布森,57470,3,0.4771,1
奈利斯,57471,3,0.4771,2
雷曼,57472,3,0.4771,3
苏兰,57473,3,0.4771,2
祯,57474,3,0.4771,2
法夫,57475,3,0.4771,2
萨曼莎·琼斯,57476,3,0.4771,1
贝克施密特,57477,3,0.4771,1
干扰素,57478,3,0.4771,2
盘绕,57479,3,0.4771,3
兵兵,57480,3,0.4771,3
克莱门特,57481,3,0.4771,2
扎瑞,57482,3,0.4771,1
格鲁,57483,3,0.4771,3
层叠,57484,3,0.4771,3
纳森,57485,3,0.4771,2
子秀,57486,3,0.4771,3
成都,57487,3,0.4771,1
基德·洛克,57488,3,0.4771,1
阿维尼,57489,3,0.4771,2
詹姆斯·马丁,57490,3,0.4771,1
布特·雷诺茨,57491,3,0.4771,1
同源,57492,3,0.4771,3
草履虫,57493,3,0.4771,1
刻度盘,57494,3,0.4771,3
奇缺,57495,3,0.4771,3
停机场,57496,3,0.4771,3
犯戒,57497,3,0.4771,3
希尔维,57498,3,0.4771,2
二十日,57499,3,0.4771,2
捏一把汗,57500,3,0.4771,3
易希,57501,3,0.4771,2
超贵,57502,3,0.4771,3
沙石,57503,3,0.4771,3
良江,57504,3,0.4771,1
保罗·莫蒙特,57505,3,0.4771,1
沙盘,57506,3,0.4771,3
艾摩·麦奎伊,57507,3,0.4771,1
钱放,57508,3,0.4771,3
增至,57509,3,0.4771,3
奇绝,57510,3,0.4771,2
罗凯利,57511,3,0.4771,2
爱来,57512,3,0.4771,3
杜兰特,57513,3,0.4771,2
塔巴可夫,57514,3,0.4771,1
圡,57515,3,0.4771,1
雷龙,57516,3,0.4771,3
装卸工,57517,3,0.4771,3
拉乌莉·雷蒙斯,57518,3,0.4771,1
奥尔布莱特,57519,3,0.4771,1
布莱特妮,57520,3,0.4771,1
亏了,57521,3,0.4771,3
水力发电,57522,3,0.4771,3
翠儿,57523,3,0.4771,2
水层,57524,3,0.4771,2
查询台,57525,3,0.4771,3
水厂,57526,3,0.4771,1
寻根究底,57527,3,0.4771,3
崔心玉,57528,3,0.4771,1
图林根,57529,3,0.4771,2
第五十二,57530,3,0.4771,2
罗伊·切丝,57531,3,0.4771,1
民乐,57532,3,0.4771,3
强压,57533,3,0.4771,3
牛毛,57534,3,0.4771,3
呓,57535,3,0.4771,2
皮托利,57536,3,0.4771,1
装门面,57537,3,0.4771,3
童艺,57538,3,0.4771,1
牧歌,57539,3,0.4771,3
硕鼠,57540,3,0.4771,3
朴梦苏,57541,3,0.4771,1
山德斯,57542,3,0.4771,1
政法,57543,3,0.4771,2
玛撒,57544,3,0.4771,3
艺术片,57545,3,0.4771,3
魁刚,57546,3,0.4771,3
夏洛特·斯吉伦,57547,3,0.4771,1
裴相镇,57548,3,0.4771,1
杈,57549,3,0.4771,3
浮鲁卡·索尔特,57550,3,0.4771,1
雷蒙德·拉洛克,57551,3,0.4771,1
弗朗,57552,3,0.4771,3
纳拉,57553,3,0.4771,2
米尔特,57554,3,0.4771,2
柯辛路,57555,3,0.4771,1
贝尔维尔堡,57556,3,0.4771,1
丹里瑞,57557,3,0.4771,1
不惑之年,57558,3,0.4771,3
爱兹拉,57559,3,0.4771,1
塞志,57560,3,0.4771,1
水城,57561,3,0.4771,2
床板,57562,3,0.4771,3
克罗克,57563,3,0.4771,3
尤里·莫丁,57564,3,0.4771,1
法恩斯沃茨,57565,3,0.4771,1
无线电台,57566,3,0.4771,3
干流,57567,3,0.4771,2
加斯特森,57568,3,0.4771,2
停机库,57569,3,0.4771,1
余数,57570,3,0.4771,3
李俊植,57571,3,0.4771,1
金赫,57572,3,0.4771,1
鲁格尔,57573,3,0.4771,2
塞州,57574,3,0.4771,2
成鱼,57575,3,0.4771,3
演义,57576,3,0.4771,3
沃伦·凡德高,57577,3,0.4771,1
今敏,57578,3,0.4771,1
传诵,57579,3,0.4771,3
余晖,57580,3,0.4771,3
甲方,57581,3,0.4771,3
赠给,57582,3,0.4771,3
杏树,57583,3,0.4771,3
斯盖拉,57584,3,0.4771,1
抗寒,57585,3,0.4771,2
约莫,57586,3,0.4771,3
淘汰制,57587,3,0.4771,3
沙米,57588,3,0.4771,1
默祷,57589,3,0.4771,3
克瑞恩,57590,3,0.4771,1
苏英,57591,3,0.4771,1
理查德·扬,57592,3,0.4771,1
多丽茨,57593,3,0.4771,1
爱丽丝·梅,57594,3,0.4771,1
安吉丽卡·德·阿尔奎萨,57595,3,0.4771,1
霄,57596,3,0.4771,3
本莎,57597,3,0.4771,2
米尔森,57598,3,0.4771,2
使用率,57599,3,0.4771,3
马费,57600,3,0.4771,1
奥布里·理查森,57601,3,0.4771,1
马康,57602,3,0.4771,1
德拉科,57603,3,0.4771,2
利利曼,57604,3,0.4771,1
埃托罗,57605,3,0.4771,2
抗震,57606,3,0.4771,2
海德雷,57607,3,0.4771,1
王玲,57608,3,0.4771,1
螺蛳,57609,3,0.4771,1
热尔韦,57610,3,0.4771,1
佯攻,57611,3,0.4771,3
病愈,57612,3,0.4771,2
少时,57613,3,0.4771,3
斯比,57614,3,0.4771,2
波斯卡,57615,3,0.4771,2
翻飞,57616,3,0.4771,3
汤姆·斯达克,57617,3,0.4771,1
凯文·三达斯基,57618,3,0.4771,1
勒扎克,57619,3,0.4771,1
青壮年,57620,3,0.4771,2
斯威特,57621,3,0.4771,1
奥兰多·布鲁姆,57622,3,0.4771,3
浮萍,57623,3,0.4771,3
恣,57624,3,0.4771,2
政吉,57625,3,0.4771,1
选种,57626,3,0.4771,3
易位,57627,3,0.4771,3
杀灭,57628,3,0.4771,3
哞哞,57629,3,0.4771,3
迈瑞,57630,3,0.4771,2
布鲁明戴尔,57631,3,0.4771,2
锅铲,57632,3,0.4771,3
金·诺瓦克,57633,3,0.4771,2
硝酸钠,57634,3,0.4771,3
百分之八,57635,3,0.4771,3
土库曼斯坦,57636,3,0.4771,3
埃里克·道尔,57637,3,0.4771,2
芸,57638,3,0.4771,3
罗恩卫斯理,57639,3,0.4771,1
克列夫,57640,3,0.4771,1
扎手,57641,3,0.4771,3
逃匿,57642,3,0.4771,3
雷德蒙,57643,3,0.4771,1
悲壮,57644,3,0.4771,3
米娜·霍伊特,57645,3,0.4771,1
家长里短,57646,3,0.4771,3
豪·约翰逊,57647,3,0.4771,1
病根,57648,3,0.4771,3
玛琪,57649,3,0.4771,3
蓝藻,57650,3,0.4771,2
马蝇,57651,3,0.4771,2
赠款,57652,3,0.4771,3
生生的,57653,3,0.4771,3
是佑,57654,3,0.4771,1
方提斯,57655,3,0.4771,1
彩棚,57656,3,0.4771,2
鼓槌,57657,3,0.4771,3
胎气,57658,3,0.4771,3
七八年,57659,3,0.4771,3
蒙特斯奇,57660,3,0.4771,1
民宇,57661,3,0.4771,1
抱不平,57662,3,0.4771,3
斯特萨克,57663,3,0.4771,1
敌阵,57664,3,0.4771,3
格莱,57665,3,0.4771,2
豆腐皮,57666,3,0.4771,3
伯尔曼,57667,3,0.4771,1
酿酒业,57668,3,0.4771,3
马芬,57669,3,0.4771,2
威廉·霍尔顿,57670,3,0.4771,1
姜秀珍,57671,3,0.4771,1
沙河,57672,3,0.4771,2
化境,57673,3,0.4771,3
令人捧腹,57674,3,0.4771,3
父系,57675,3,0.4771,3
马莱,57676,3,0.4771,3
塞玛,57677,3,0.4771,1
有机磷,57678,3,0.4771,3
拉斯维加,57679,3,0.4771,2
合股,57680,3,0.4771,1
盖洛德·福克尔,57681,3,0.4771,1
水笔,57682,3,0.4771,3
玛仕,57683,3,0.4771,3
拍卖商,57684,3,0.4771,2
东熙,57685,3,0.4771,1
证监会,57686,3,0.4771,3
珍妮弗·洛佩兹,57687,3,0.4771,3
哲学系,57688,3,0.4771,2
注册处,57689,3,0.4771,3
彩图,57690,3,0.4771,2
策动,57691,3,0.4771,3
伽拉夏,57692,3,0.4771,1
踩水,57693,3,0.4771,3
避嫌,57694,3,0.4771,2
武师,57695,3,0.4771,2
硝石,57696,3,0.4771,3
布拉德肖,57697,3,0.4771,1
沃特·柯敏斯,57698,3,0.4771,1
凯特·霍马斯,57699,3,0.4771,1
齿冠,57700,3,0.4771,3
第一千零一,57701,3,0.4771,2
虬,57702,3,0.4771,2
冥顽不灵,57703,3,0.4771,3
江河日下,57704,3,0.4771,3
借故,57705,3,0.4771,3
抗热,57706,3,0.4771,2
艾比卡尔,57707,3,0.4771,1
伯里克利,57708,3,0.4771,1
查碧特斯基,57709,3,0.4771,1
任人唯亲,57710,3,0.4771,3
麦诺亚,57711,3,0.4771,1
见所未见,57712,3,0.4771,3
法翁,57713,3,0.4771,2
但凯西,57714,3,0.4771,3
胡森,57715,3,0.4771,2
甲尼撒,57716,3,0.4771,3
齐林斯基,57717,3,0.4771,1
临刑,57718,3,0.4771,3
法纪,57719,3,0.4771,3
戴菲路易士,57720,3,0.4771,1
休业,57721,3,0.4771,3
议定,57722,3,0.4771,3
弗瑞克,57723,3,0.4771,1
皮克斯,57724,3,0.4771,3
信心百倍,57725,3,0.4771,3
客帮,57726,3,0.4771,1
格利高里·派克,57727,3,0.4771,3
塞萨洛尼基,57728,3,0.4771,1
吾辈,57729,3,0.4771,2
发球权,57730,3,0.4771,3
外包装,57731,3,0.4771,3
哈利贝瑞,57732,3,0.4771,2
病容,57733,3,0.4771,3
沙夏,57734,3,0.4771,1
西格弗里德,57735,3,0.4771,2
阿兰·辛克莱尔,57736,3,0.4771,1
沙夫,57737,3,0.4771,1
花鸟,57738,3,0.4771,3
掛,57739,3,0.4771,3
书斋,57740,3,0.4771,2
尼桑,57741,3,0.4771,3
过失罪,57742,3,0.4771,3
沙堆,57743,3,0.4771,2
洗印,57744,3,0.4771,3
硅酮,57745,3,0.4771,2
重元素,57746,3,0.4771,3
弗拉格斯塔夫,57747,3,0.4771,2
不辱使命,57748,3,0.4771,3
展览室,57749,3,0.4771,3
卡尔·丹汉姆,57750,3,0.4771,1
西莲,57751,3,0.4771,2
兵士,57752,3,0.4771,3
脱钩,57753,3,0.4771,3
水疱,57754,3,0.4771,2
诺亚·丹尼尔斯,57755,3,0.4771,3
庞贝城,57756,3,0.4771,1
艾尔维·乔克埃尔,57757,3,0.4771,1
陆虎,57758,3,0.4771,2
布迪镇,57759,3,0.4771,1
沙岩,57760,3,0.4771,2
早婚,57761,3,0.4771,3
塞拉芬娜·佩卡拉,57762,3,0.4771,1
马自达,57763,3,0.4771,3
克莱尔·乔治,57764,3,0.4771,1
哈菲,57765,3,0.4771,1
限令,57766,3,0.4771,2
胶体,57767,3,0.4771,2
吉玛·霍尼卡特,57768,3,0.4771,1
梅德斯通,57769,3,0.4771,1
架起,57770,3,0.4771,2
冒险性,57771,3,0.4771,3
能屈能伸,57772,3,0.4771,3
欧文·马修斯,57773,3,0.4771,1
布莱默,57774,3,0.4771,1
顆,57775,3,0.4771,1
金佑泽,57776,3,0.4771,1
约翰·马吉,57777,3,0.4771,1
祖伊·赖斯,57778,3,0.4771,1
汉密,57779,3,0.4771,1
父兄,57780,3,0.4771,3
伏尔,57781,3,0.4771,1
破烂不堪,57782,3,0.4771,3
抗暴,57783,3,0.4771,3
斯高,57784,3,0.4771,1
教委,57785,3,0.4771,3
圣卡罗,57786,3,0.4771,1
获得性,57787,3,0.4771,3
榖,57788,3,0.4771,3
东西进,57789,3,0.4771,3
杰森朴,57790,3,0.4771,1
亚当·西姆斯,57791,3,0.4771,1
教头,57792,3,0.4771,2
良苦用心,57793,3,0.4771,3
纳巴,57794,3,0.4771,1
摩拉雷,57795,3,0.4771,1
纳尔,57796,3,0.4771,2
韩德尔,57797,3,0.4771,3
史蒂夫·凯撒,57798,3,0.4771,1
汉尼,57799,3,0.4771,2
普兰蒂斯,57800,3,0.4771,1
纺锤,57801,3,0.4771,1
亚拉松,57802,3,0.4771,2
罗加斯,57803,3,0.4771,3
科瑞格,57804,3,0.4771,1
玛妮,57805,3,0.4771,1
选学,57806,3,0.4771,1
余弦,57807,3,0.4771,2
瑞奇利,57808,3,0.4771,1
瑞博森,57809,3,0.4771,1
考德维尔,57810,3,0.4771,3
告急,57811,3,0.4771,3
火车皮,57812,3,0.4771,2
汉兹,57813,3,0.4771,1
塔霍,57814,3,0.4771,2
爱莲娜,57815,3,0.4771,2
周森,57816,3,0.4771,1
德拉克,57817,3,0.4771,1
化纤,57818,3,0.4771,3
街巷,57819,3,0.4771,3
地对地,57820,3,0.4771,1
脑际,57821,3,0.4771,2
坡地,57822,3,0.4771,2
种猪,57823,3,0.4771,3
侃侃而谈,57824,3,0.4771,3
细密,57825,3,0.4771,3
内珀维尔,57826,3,0.4771,2
分块,57827,3,0.4771,2
瑞蒙,57828,3,0.4771,1
临了,57829,3,0.4771,3
埃姆贝雷,57830,3,0.4771,1
街心,57831,3,0.4771,3
施普力,57832,3,0.4771,1
晶状体,57833,3,0.4771,3
爱媛,57834,3,0.4771,2
马里卡,57835,3,0.4771,2
盖格南,57836,3,0.4771,1
瑞茜,57837,3,0.4771,3
班宁堡,57838,3,0.4771,1
玛勒,57839,3,0.4771,2
总分,57840,3,0.4771,3
议价,57841,3,0.4771,3
金俊仁,57842,3,0.4771,1
麝鼠,57843,3,0.4771,3
希拉克,57844,3,0.4771,1
艾迪纳什,57845,3,0.4771,1
耿,57846,3,0.4771,2
言和,57847,3,0.4771,3
名垂千古,57848,3,0.4771,3
布朗士,57849,3,0.4771,2
硅藻,57850,3,0.4771,2
克拉克盖博,57851,3,0.4771,3
饭来张口,57852,3,0.4771,3
橹,57853,3,0.4771,3
路修斯,57854,3,0.4771,1
普莱尔,57855,3,0.4771,2
条绒,57856,3,0.4771,1
阿尔瓦拉,57857,3,0.4771,2
哈夫瑞吉·汤彼特·邦皮特,57858,3,0.4771,1
萨拉·梅拉丝,57859,3,0.4771,1
圣罗兰,57860,3,0.4771,3
罗路克,57861,3,0.4771,1
麦克尔·杰克逊,57862,3,0.4771,3
凝脂,57863,3,0.4771,3
人寿,57864,3,0.4771,3
坤,57865,3,0.4771,3
下苦功,57866,3,0.4771,3
德尔伍德,57867,3,0.4771,1
新址,57868,3,0.4771,3
巩,57869,3,0.4771,2
丹尼·索恩,57870,3,0.4771,1
苦刑,57871,3,0.4771,2
偏振光,57872,3,0.4771,2
格涅乌斯·庞贝·麦格纳斯,57873,3,0.4771,3
前言不搭后语,57874,3,0.4771,3
洛佩,57875,3,0.4771,1
则已,57876,3,0.4771,3
罗西尼,57877,3,0.4771,1
醉话,57878,3,0.4771,3
约翰·冯·沃尔夫豪森,57879,3,0.4771,1
小达米安,57880,3,0.4771,1
史洛摩,57881,3,0.4771,1
阿尔伯特·派克,57882,3,0.4771,1
侧卧,57883,3,0.4771,3
创刊号,57884,3,0.4771,3
罗里奥,57885,3,0.4771,1
统一体,57886,3,0.4771,3
人次,57887,3,0.4771,3
哈德巴赫,57888,3,0.4771,1
小熊座,57889,3,0.4771,2
尽数,57890,3,0.4771,3
考入,57891,3,0.4771,3
米歇尔·拉格兰德,57892,3,0.4771,1
伯朗宁,57893,3,0.4771,2
阿玛朵,57894,3,0.4771,1
基布利,57895,3,0.4771,1
露西·威尔特默,57896,3,0.4771,1
肖斯塔科维奇,57897,3,0.4771,2
斯托布莱治,57898,3,0.4771,1
米安人,57899,3,0.4771,1
韩仁锡,57900,3,0.4771,1
颔,57901,3,0.4771,3
条码,57902,3,0.4771,3
蒙泰尔,57903,3,0.4771,1
基本法,57904,3,0.4771,3
爱丽舍,57905,3,0.4771,1
规例,57906,3,0.4771,2
还乡,57907,3,0.4771,1
智人,57908,3,0.4771,2
罗纳尔迪尼奥,57909,3,0.4771,2
指挥舰,57910,3,0.4771,3
本科生,57911,3,0.4771,2
鄙弃,57912,3,0.4771,3
哈恩,57913,3,0.4771,2
彼得拉夫勒,57914,3,0.4771,1
卡马洛,57915,3,0.4771,2
克里斯多弗,57916,3,0.4771,1
自然保护区,57917,3,0.4771,3
斯威士兰,57918,3,0.4771,2
脓血,57919,3,0.4771,3
卡曼奇,57920,3,0.4771,1
生啤酒,57921,3,0.4771,3
参赞,57922,3,0.4771,3
艾米利亚,57923,3,0.4771,1
贾维尔,57924,3,0.4771,2
卡尼斯,57925,3,0.4771,1
克劳利,57926,3,0.4771,1
圆白菜,57927,3,0.4771,1
圣·约瑟夫,57928,3,0.4771,3
史派克,57929,3,0.4771,1
巴赫曼,57930,3,0.4771,1
吉赛尔·莱维,57931,3,0.4771,1
就手,57932,3,0.4771,3
珍荣,57933,3,0.4771,1
伊莱斯,57934,3,0.4771,2
利普,57935,3,0.4771,1
萨伦,57936,3,0.4771,2
金刚经,57937,3,0.4771,1
柯克·拉扎勒斯,57938,3,0.4771,1
窝头,57939,3,0.4771,3
三郎,57940,3,0.4771,3
斯特拉福,57941,3,0.4771,1
锦城,57942,3,0.4771,2
盖普,57943,3,0.4771,2
申冤,57944,3,0.4771,3
罗珊,57945,3,0.4771,1
赫丝特,57946,3,0.4771,1
非一日之寒,57947,3,0.4771,3
舍近求远,57948,3,0.4771,3
悔罪,57949,3,0.4771,3
塞维利亚,57950,3,0.4771,3
菲尔莫尔,57951,3,0.4771,1
罗思克,57952,3,0.4771,1
枯骨,57953,3,0.4771,3
串供,57954,3,0.4771,2
苦味,57955,3,0.4771,3
